"Classification","chnm","tgt_abbr","testname","NAS"
"MostDILI Drugs","nilutamide","CYP2C19","NVS_ADME_hCYP2C19_Row544",0.633388134
"MostDILI Drugs","nilutamide","CYP2C9","NVS_ADME_hCYP2C9_Row546",-0.232745845
"MostDILI Drugs","nilutamide","cytotoxicity","APR_HepG2_CellLoss_72h_dn_Row200",-3.775047654
"MostDILI Drugs","nilutamide","ESR1","TOX21_ERa_LUC_BG1_Antagonist_Row179",-1.493036133
"MostDILI Drugs","nilutamide","intmrkr","ATG_CMV_CIS_up_Row39",-2.396511733
"MostDILI Drugs","nilutamide","mmp","APR_HepG2_MitoMembPot_24h_dn_Row201",0.768292374
"MostDILI Drugs","nilutamide","NR1I2","ATG_PXRE_CIS_up_Row16",-0.234640878
"MostDILI Drugs","nilutamide","NR1I2","ATG_PXR_TRANS_up_Row18",-0.95306113
"MostDILI Drugs","nilutamide","NRF2","ATG_NRF2_ARE_CIS_up_Row48",-1.932886388
"MostDILI Drugs","nilutamide","NRF2","TOX21_ARE_BLA_Agonist_ch2_Row24",-2.627543522
"MostDILI Drugs","nilutamide","PGR","NVS_NR_hPR_Row590",-1.498881544
"MostDILI Drugs","nilutamide","prlfrn","BSK_CASM3C_Proliferation_down_Row26",-0.689192195
"MostDILI Drugs","nilutamide","prlfrn","BSK_hDFCGF_Proliferation_down_Row25",-1.322794756
"MostDILI Drugs","nilutamide","zf_teratoscore","NHEERL_ZF_144hpf_TERATOSCORE_up_Row13",-1.062419935
"MostDILI Drugs","nimesulide","mmp","TOX21_MMP_ratio_down_Row67",0.802574483
"MostDILI Drugs","nimesulide","mmp","TOX21_MMP_viability_Row615",-1.191069664
"MostDILI Drugs","nimesulide","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",-1.794707677
"MostDILI Drugs","nimesulide","PPARG","TOX21_PPARg_BLA_antagonist_ratio_Row220",-0.586683986
"MostDILI Drugs","nitrofurantoin","AR","TOX21_AR_LUC_MDAKB2_Antagonist2_Row168",-0.88707486
"MostDILI Drugs","nitrofurantoin","AR","TOX21_AR_LUC_MDAKB2_Antagonist_Row178",-1.338755145
"MostDILI Drugs","nitrofurantoin","AR","TOX21_AR_BLA_Antagonist_ratio_Row143",-1.766277223
"MostDILI Drugs","nitrofurantoin","CD40","BSK_SAg_CD40_down_Row57",-3.401952482
"MostDILI Drugs","nitrofurantoin","CYP1A2","NVS_ADME_hCYP1A2_Row542",-0.356500952
"MostDILI Drugs","nitrofurantoin","CYP2D6","NVS_ADME_hCYP2D6_Row548",0.107833423
"MostDILI Drugs","nitrofurantoin","cytotoxicity","BSK_SAg_PBMCCytotoxicity_up_Row527",-0.351098697
"MostDILI Drugs","nitrofurantoin","cytotoxicity","APR_HepG2_CellLoss_24h_dn_Row203",-3.748257362
"MostDILI Drugs","nitrofurantoin","ESR1","ACEA_T47D_80hr_Positive_Row621",-2.63151545
"MostDILI Drugs","nitrofurantoin","ESR1","ATG_ERa_TRANS_up_Row27",-2.97265415
"MostDILI Drugs","nitrofurantoin","ESR1","TOX21_ERa_BLA_Antagonist_ratio_Row156",-3.219055812
"MostDILI Drugs","nitrofurantoin","HIF1a","ATG_HIF1a_CIS_dn_Row378",-0.555098329
"MostDILI Drugs","nitrofurantoin","HLA-DR","BSK_3C_HLADR_down_Row104",-0.730987163
"MostDILI Drugs","nitrofurantoin","hmgbox","ATG_TCF_b_cat_CIS_dn_Row85",-3.23876175
"MostDILI Drugs","nitrofurantoin","NOS1","NVS_ENZ_rCNOS_Row935",-2.256314212
"MostDILI Drugs","nitrofurantoin","NRF2","TOX21_ARE_BLA_Agonist_ch2_Row24",-1.26709994
"MostDILI Drugs","nitrofurantoin","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",-3.094037963
"MostDILI Drugs","nitrofurantoin","prlfrn","BSK_SAg_Proliferation_down_Row54",-0.184408103
"MostDILI Drugs","nitrofurantoin","prlfrn","BSK_3C_Proliferation_down_Row100",-0.717983933
"MostDILI Drugs","nitrofurantoin","prlfrn","BSK_hDFCGF_Proliferation_down_Row25",-1.167838977
"MostDILI Drugs","nitrofurantoin","PTGS1","NVS_ENZ_oCOX1_Row568",-2.480056915
"MostDILI Drugs","nitrofurantoin","SELE","BSK_3C_Eselectin_down_Row159",-0.221381761
"MostDILI Drugs","nitrofurantoin","SELE","BSK_SAg_Eselectin_down_Row145",-0.406343048
"MostDILI Drugs","nitrofurantoin","VCAM1","BSK_LPS_VCAM1_down_Row72",-0.804052478
"AmbiDILIDrugs","norethindrone","AR","OT_AR_ARELUC_AG_1440_Row1044",0.999085366
"AmbiDILIDrugs","norethindrone","AR","NVS_NR_hAR_Row620",0.979969512
"AmbiDILIDrugs","norethindrone","AR","TOX21_AR_BLA_Agonist_ratio_Row249",0.92886311
"AmbiDILIDrugs","norethindrone","AR","TOX21_AR_BLA_Agonist_ch2_Row254",0.906098963
"AmbiDILIDrugs","norethindrone","AR","NVS_NR_cAR_Row619",0.852859665
"AmbiDILIDrugs","norethindrone","AR","OT_AR_ARSRC1_0960_Row124",0.848264634
"AmbiDILIDrugs","norethindrone","AR","OT_AR_ARSRC1_0480_Row1045",0.801675366
"AmbiDILIDrugs","norethindrone","AR","ATG_AR_TRANS_up_Row341",-1.846914604
"AmbiDILIDrugs","norethindrone","AR","TOX21_AR_LUC_MDAKB2_Agonist_Row252",-2.275368384
"AmbiDILIDrugs","norethindrone","AR","NVS_NR_rAR_Row591",-2.505432134
"AmbiDILIDrugs","norethindrone","ESR1","ATG_ERE_CIS_up_Row9",0.872240976
"AmbiDILIDrugs","norethindrone","ESR1","ACEA_T47D_80hr_Positive_Row621",0.816930457
"AmbiDILIDrugs","norethindrone","ESR1","TOX21_ERa_LUC_BG1_Agonist_Row253",0.663824695
"AmbiDILIDrugs","norethindrone","ESR1","ATG_ERa_TRANS_up_Row27",0.631598323
"AmbiDILIDrugs","norethindrone","NR3C1","NVS_NR_hGR_Row589",-0.738832195
"AmbiDILIDrugs","norethindrone","PGR","NVS_NR_hPR_Row590",0.704826189
"AmbiDILIDrugs","norethindrone","PGR","NVS_NR_bPR_Row1029",0.518138445
"LessDILIDrugs","omeprazole","AR","TOX21_AR_LUC_MDAKB2_Antagonist2_Row168",0.999994268
"LessDILIDrugs","omeprazole","TP53","TOX21_p53_BLA_p2_viability_Row180",0.999987832
"MostDILI Drugs","orlistat","ESR1","TOX21_ERa_BLA_Antagonist_ratio_Row156",0.898270358
"LessDILIDrugs","oxcarbazepine","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",-0.925984068
"LessDILIDrugs","oxcarbazepine","TP53","TOX21_p53_BLA_p5_ch2_Row151",-2.798268958
"MostDILI Drugs","oxymetholone","AR","TOX21_AR_LUC_MDAKB2_Agonist_Row252",0.902330053
"MostDILI Drugs","oxymetholone","AR","TOX21_AR_BLA_Agonist_ratio_Row249",-0.403688655
"MostDILI Drugs","oxymetholone","AR","TOX21_AR_BLA_Agonist_ch2_Row254",-0.517669487
"MostDILI Drugs","oxymetholone","ESR1","TOX21_ERa_LUC_BG1_Agonist_Row253",-0.436537628
"AmbiDILIDrugs","oxytetracycline","AR","NVS_NR_rAR_Row591",-1.02195849
"AmbiDILIDrugs","oxytetracycline","AR","NVS_NR_hRAR_Antagonist_Row1036",-1.447998427
"AmbiDILIDrugs","oxytetracycline","CSF1","BSK_hDFCGF_MCSF_down_Row42",-2.515943714
"AmbiDILIDrugs","oxytetracycline","CXCL10","BSK_hDFCGF_IP10_down_Row33",-3.268347514
"AmbiDILIDrugs","oxytetracycline","EGF","NVS_ENZ_hVEGFR3_Row929",0.70502701
"AmbiDILIDrugs","oxytetracycline","EPHA2","NVS_ENZ_hEphA2_Row825",-1.572029331
"AmbiDILIDrugs","oxytetracycline","F3","BSK_LPS_TissueFactor_up_Row310",-2.461374096
"AmbiDILIDrugs","oxytetracycline","F3","BSK_3C_TissueFactor_up_Row300",-2.644241427
"AmbiDILIDrugs","oxytetracycline","FGFR1","NVS_ENZ_hFGFR1_Row829",-1.376880463
"AmbiDILIDrugs","oxytetracycline","IL1a","BSK_KF3CT_IL1a_down_Row68",0.186571672
"AmbiDILIDrugs","oxytetracycline","IL8","BSK_LPS_IL8_down_Row160",0.853549832
"AmbiDILIDrugs","oxytetracycline","IL8","BSK_SAg_IL8_up_Row322",-1.099616567
"AmbiDILIDrugs","oxytetracycline","MMP1","BSK_BE3C_MMP1_up_Row490",-1.703061855
"AmbiDILIDrugs","oxytetracycline","NR1H4","NVS_NR_hFXR_Agonist_Row1032",-2.927093839
"AmbiDILIDrugs","oxytetracycline","NR1I2","NVS_NR_hPXR_Row1035",0.357039961
"AmbiDILIDrugs","oxytetracycline","PAK4","NVS_ENZ_hPAK4_Row871",-2.447525081
"AmbiDILIDrugs","oxytetracycline","prlfrn","BSK_CASM3C_Proliferation_up_Row505",-1.306215248
"AmbiDILIDrugs","oxytetracycline","PTEN","NVS_ENZ_hPTEN_Row564",0.187060059
"AmbiDILIDrugs","oxytetracycline","PTGS1","NVS_ENZ_oCOX1_Row568",-3.774391012
"AmbiDILIDrugs","oxytetracycline","PTPN11","NVS_ENZ_hPTPN11_Row886",-0.107930324
"AmbiDILIDrugs","oxytetracycline","PTPN12","NVS_ENZ_hPTPN12_Row888",0.294178469
"AmbiDILIDrugs","oxytetracycline","PTPRB","NVS_ENZ_hPTPRB_Row903",-2.878900893
"AmbiDILIDrugs","oxytetracycline","SERPINE1","BSK_BE3C_PAI1_up_Row491",-0.042111357
"AmbiDILIDrugs","oxytetracycline","TIE2","NVS_ENZ_hTie2_Row923",-1.97333341
"LessDILIDrugs","paclitaxel","AR","TOX21_AR_BLA_Antagonist_ratio_Row143",0.997977844
"LessDILIDrugs","paclitaxel","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",0.967229027
"LessDILIDrugs","paclitaxel","TP53","TOX21_p53_BLA_p4_ch2_Row163",0.998413319
"LessDILIDrugs","paclitaxel","TP53","TOX21_p53_BLA_p4_ratio_Row126",0.99829906
"LessDILIDrugs","paclitaxel","TP53","TOX21_p53_BLA_p5_ch2_Row151",0.998168807
"LessDILIDrugs","paclitaxel","TP53","TOX21_p53_BLA_p3_ratio_Row118",0.998140683
"LessDILIDrugs","paclitaxel","TP53","TOX21_p53_BLA_p2_ch2_Row77",0.998048836
"LessDILIDrugs","paclitaxel","TP53","TOX21_p53_BLA_p3_ch2_Row92",0.997680369
"LessDILIDrugs","paclitaxel","TP53","TOX21_p53_BLA_p1_ratio_Row162",0.997498106
"LessDILIDrugs","paclitaxel","TP53","TOX21_p53_BLA_p2_ratio_Row80",0.564336291
"LessDILIDrugs","paclitaxel","TP53","TOX21_p53_BLA_p5_ratio_Row117",-0.761519978
"LessDILIDrugs","paclitaxel","TP53","TOX21_p53_BLA_p1_ch2_Row274",-1.526733316
"LessDILIDrugs","pantoprazole","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",-1.505535911
"MostDILI Drugs","pazopanib","AR","TOX21_AR_LUC_MDAKB2_Antagonist_Row178",0.731970256
"MostDILI Drugs","pazopanib","AR","TOX21_AR_LUC_MDAKB2_Antagonist2_Row168",0.724136582
"MostDILI Drugs","pazopanib","AR","TOX21_AR_BLA_Antagonist_ratio_Row143",0.660904836
"MostDILI Drugs","pazopanib","CYP19A1","TOX21_Aromatase_Inhibition_Row119",0.803071755
"MostDILI Drugs","pazopanib","ESR1","TOX21_ERa_LUC_BG1_Antagonist_Row179",0.83985631
"MostDILI Drugs","pazopanib","NR1H4","TOX21_FXR_BLA_antagonist_ratio_Row183",0.505345473
"MostDILI Drugs","pazopanib","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",0.988394545
"MostDILI Drugs","pazopanib","PPARG","TOX21_PPARg_BLA_antagonist_ratio_Row220",0.034649963
"MostDILI Drugs","pazopanib","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",0.903283617
"MostDILI Drugs","pazopanib","TP53","TOX21_p53_BLA_p2_ratio_Row80",0.65361884
"MostDILI Drugs","pazopanib","TP53","TOX21_p53_BLA_p2_ch2_Row77",0.645321372
"MostDILI Drugs","pazopanib","TP53","TOX21_p53_BLA_p5_ch2_Row151",0.643079928
"MostDILI Drugs","pazopanib","TP53","TOX21_p53_BLA_p5_ratio_Row117",0.638204138
"MostDILI Drugs","pazopanib","TP53","TOX21_p53_BLA_p3_ratio_Row118",0.635628517
"MostDILI Drugs","pazopanib","TP53","TOX21_p53_BLA_p4_ratio_Row126",0.620511389
"MostDILI Drugs","pazopanib","TP53","TOX21_p53_BLA_p4_ch2_Row163",0.607969398
"MostDILI Drugs","pazopanib","TP53","TOX21_p53_BLA_p1_ch2_Row274",0.581654684
"MostDILI Drugs","pazopanib","TP53","TOX21_p53_BLA_p1_ratio_Row162",0.570711487
"MostDILI Drugs","pazopanib","TP53","TOX21_p53_BLA_p3_ch2_Row92",0.537643523
"LessDILIDrugs","piroxicam","mmp","TOX21_MMP_ratio_down_Row67",-1.286689977
"AmbiDILIDrugs","praziquantel","NR1I2","ATG_PXR_TRANS_up_Row18",-1.778568609
"AmbiDILIDrugs","praziquantel","NR1I2","ATG_PXRE_CIS_up_Row16",-2.212935062
"LessDILIDrugs","prednisolone","AR","TOX21_AR_BLA_Agonist_ratio_Row249",0.95947437
"LessDILIDrugs","prednisolone","AR","TOX21_AR_BLA_Agonist_ch2_Row254",0.952121086
"LessDILIDrugs","prednisolone","AR","TOX21_AR_LUC_MDAKB2_Agonist_Row252",0.93632261
"LessDILIDrugs","prednisolone","NR3C1","TOX21_GR_BLA_Agonist_ch2_Row270",0.967310487
"LessDILIDrugs","prednisolone","NR3C1","TOX21_GR_BLA_Agonist_ratio_Row239",0.96688432
"LessDILIDrugs","prednisolone","NR3C1","ATG_GRE_CIS_up_Row375",0.391373587
"LessDILIDrugs","prednisolone","NR3C1","ATG_GR_TRANS_up_Row377",0.105159575
"LessDILIDrugs","prednisone","AR","TOX21_AR_BLA_Agonist_ch2_Row254",0.596959956
"LessDILIDrugs","prednisone","AR","TOX21_AR_BLA_Agonist_ratio_Row249",0.417977442
"LessDILIDrugs","prednisone","CSF1","BSK_CASM3C_MCSF_up_Row325",0.85380117
"LessDILIDrugs","prednisone","IL6","BSK_CASM3C_IL6_down_Row499",-3.587943304
"LessDILIDrugs","prednisone","IL8","BSK_CASM3C_IL8_down_Row500",-3.593596974
"LessDILIDrugs","prednisone","NR3C2","NVS_NR_rMR_Row592",-1.552395132
"LessDILIDrugs","pregabalin","ESR1","TOX21_ERa_LUC_BG1_Agonist_Row253",0.787712294
"NoDILI Drugs","primidone","NR1H2","ATG_LXRb_TRANS_up_Row393",-0.223874925
"AmbiDILIDrugs","probenecid","NR1I2","ATG_PXR_TRANS_up_Row18",0.707976524
"AmbiDILIDrugs","probenecid","NR1I2","ATG_PXRE_CIS_up_Row16",0.507580506
"LessDILIDrugs","progesterone","AR","NVS_NR_hAR_Row620",0.910497327
"LessDILIDrugs","progesterone","AR","TOX21_AR_BLA_Agonist_ratio_Row249",0.838982652
"LessDILIDrugs","progesterone","AR","TOX21_AR_BLA_Agonist_ch2_Row254",0.722403596
"LessDILIDrugs","progesterone","AR","OT_AR_ARSRC1_0480_Row1045",0.612247494
"LessDILIDrugs","progesterone","AR","NVS_NR_cAR_Row619",0.291172714
"LessDILIDrugs","progesterone","AR","NVS_NR_rAR_Row591",0.201567379
"LessDILIDrugs","progesterone","AR","OT_AR_ARELUC_AG_1440_Row1044",-0.239336694
"LessDILIDrugs","progesterone","AR","OT_AR_ARSRC1_0960_Row124",-1.758028127
"LessDILIDrugs","progesterone","ESR1","ACEA_T47D_80hr_Positive_Row621",-0.014679756
"LessDILIDrugs","progesterone","ESR1","ATG_ERE_CIS_up_Row9",-3.511915153
"LessDILIDrugs","progesterone","NR3C1","NVS_NR_hGR_Row589",-1.069391816
"LessDILIDrugs","progesterone","NR3C1","TOX21_GR_BLA_Antagonist_ch2_Row165",-3.553423363
"LessDILIDrugs","progesterone","NR3C1","TOX21_GR_BLA_Antagonist_ratio_Row155",-3.933541925
"LessDILIDrugs","progesterone","NR3C2","NVS_NR_rMR_Row592",0.163944883
"LessDILIDrugs","progesterone","PGR","NVS_NR_bPR_Row1029",0.981992039
"LessDILIDrugs","progesterone","PGR","NVS_NR_hPR_Row590",0.852057981
"LessDILIDrugs","progesterone","SELE","BSK_SAg_Eselectin_up_Row324",-2.151441816
"LessDILIDrugs","propofol","intmrkr","ATG_TAL_CIS_dn_Row454",0.988531777
"LessDILIDrugs","propofol","mmp","TOX21_MMP_ratio_down_Row67",-2.935307537
"LessDILIDrugs","propofol","NR1I2","ATG_PXR_TRANS_up_Row18",0.788228308
"LessDILIDrugs","propofol","NR1I2","ATG_PXRE_CIS_up_Row16",0.709593635
"LessDILIDrugs","propofol","RXRB","ATG_RXRb_TRANS_up_Row311",-2.945437939
"NoDILI Drugs","pyridoxine","GATA","ATG_GATA_CIS_dn_Row370",-3.362316916
"NoDILI Drugs","pyridoxine","GLI1","ATG_GLI_CIS_dn_Row372",-3.532437549
"NoDILI Drugs","pyridoxine","NRF1","ATG_NRF1_CIS_dn_Row336",-3.315881694
"LessDILIDrugs","pyrimethamine","ADRA1A","NVS_GPCR_rAdra1A_Row990",-0.12524905
"LessDILIDrugs","pyrimethamine","ADRA1A","NVS_GPCR_rAdra1_NonSelective_Row992",-2.504056435
"LessDILIDrugs","pyrimethamine","ADRA1B","NVS_GPCR_rAdra1B_Row991",-0.609809367
"LessDILIDrugs","pyrimethamine","ADRA2A","NVS_GPCR_hAdra2A_Row962",-1.043989601
"LessDILIDrugs","pyrimethamine","ADRA2B","NVS_GPCR_rmAdra2B_Row1010",-0.813723801
"LessDILIDrugs","pyrimethamine","ADRA2B","NVS_GPCR_rAdra2_NonSelective_Row581",-1.436588795
"LessDILIDrugs","pyrimethamine","CACNA1C","NVS_IC_rCaBTZCHL_Row582",-1.858427869
"LessDILIDrugs","pyrimethamine","CCL2","BSK_KF3CT_MCP1_down_Row52",0.284363219
"LessDILIDrugs","pyrimethamine","CEBPB","ATG_C_EBP_CIS_up_Row350",-3.621798653
"LessDILIDrugs","pyrimethamine","CHRNA7","NVS_LGIC_rNNR_BungSens_Row585",-2.767814035
"LessDILIDrugs","pyrimethamine","DRD1","NVS_GPCR_hDRD1_Row576",-1.116383659
"LessDILIDrugs","pyrimethamine","DRD4","NVS_GPCR_hDRD4.4_Row969",-0.97169475
"LessDILIDrugs","pyrimethamine","ESR1","ATG_ERE_CIS_up_Row9",0.610451022
"LessDILIDrugs","pyrimethamine","F3","BSK_LPS_TissueFactor_up_Row310",-1.138968079
"LessDILIDrugs","pyrimethamine","GABRA1","NVS_LGIC_rGABAR_NonSelective_Row1025",0.980451784
"LessDILIDrugs","pyrimethamine","GABRA1","NVS_LGIC_bGABAR_Agonist_Row1019",-1.741089753
"LessDILIDrugs","pyrimethamine","GATA","ATG_GATA_CIS_up_Row371",0.813413923
"LessDILIDrugs","pyrimethamine","GLRA1","NVS_LGIC_rGlyRStrySens_Row1028",0.003027905
"LessDILIDrugs","pyrimethamine","HRH2","NVS_GPCR_gH2_Row954",-1.046591751
"LessDILIDrugs","pyrimethamine","HTR1A","NVS_GPCR_r5HT_NonSelective_Row989",-3.648596397
"LessDILIDrugs","pyrimethamine","HTR2A","NVS_GPCR_h5HT2A_Row957",-1.027184939
"LessDILIDrugs","pyrimethamine","HTR2C","NVS_GPCR_p5HT2C_Row987",-1.759881274
"LessDILIDrugs","pyrimethamine","HTR4","NVS_GPCR_g5HT4_Row951",-0.63728517
"LessDILIDrugs","pyrimethamine","HTR7 ","NVS_GPCR_h5HT7_Row960",-0.789645993
"LessDILIDrugs","pyrimethamine","intmrkr","ATG_M_32_TRANS_up_Row406",0.801143403
"LessDILIDrugs","pyrimethamine","intmrkr","ATG_CMV_CIS_up_Row39",0.463736523
"LessDILIDrugs","pyrimethamine","JUN","ATG_AP_1_CIS_up_Row35",0.373389059
"LessDILIDrugs","pyrimethamine","NISCH","NVS_ENZ_rabI2C_Row944",-0.142530584
"LessDILIDrugs","pyrimethamine","NRF2","ATG_NRF2_ARE_CIS_up_Row48",0.521279133
"LessDILIDrugs","pyrimethamine","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",-0.130555648
"LessDILIDrugs","pyrimethamine","prlfrn","BSK_hDFCGF_Proliferation_down_Row25",-2.23032548
"LessDILIDrugs","pyrimethamine","SCN1A","NVS_IC_rNaCh_site2_Row583",-0.466335903
"LessDILIDrugs","pyrimethamine","SIGMAR1","NVS_OR_gSIGMA_NonSelective_Row140",-0.175288995
"LessDILIDrugs","pyrimethamine","SLC6A2","NVS_TR_hNET_Row595",0.253042976
"LessDILIDrugs","pyrimethamine","SLC6A2","NVS_TR_rNET_Row1043",-1.893307831
"LessDILIDrugs","pyrimethamine","SLC6A3","NVS_TR_DAT_Row594",0.771716033
"LessDILIDrugs","pyrimethamine","SLC6A3","NVS_TR_DAT_Row593",0.614369593
"LessDILIDrugs","pyrimethamine","SLC6A4","NVS_TR_rSERT_Row596",-2.419233707
"LessDILIDrugs","pyrimethamine","SOX1","ATG_Sox_CIS_up_Row451",0.864941337
"LessDILIDrugs","pyrimethamine","THRA","TOX21_TR_LUC_GH3_Antagonist_Row97",-0.813961917
"LessDILIDrugs","pyrimethamine","TNFRSF10B","ATG_DR5_CIS_up_Row335",0.17133397
"LessDILIDrugs","pyrimethamine","TP53","APR_HepG2_p53Act_72h_up_Row173",-0.138981566
"LessDILIDrugs","pyrimethamine","TP53","TOX21_p53_BLA_p4_viability_Row177",-2.018914053
"LessDILIDrugs","pyrimethamine","TSPO","NVS_MP_rPBR_Row587",-3.061138448
"LessDILIDrugs","pyrimethamine","xtt","ATG_XTT_Cytotoxicity_up_Row1093",0.997567576
"LessDILIDrugs","quinidine","ESR1","TOX21_ERa_LUC_BG1_Agonist_Row253",0.968676045
"LessDILIDrugs","quinidine","ESR1","TOX21_ERa_BLA_Agonist_ch2_Row269",0.719261931
"LessDILIDrugs","quinidine","ESR1","TOX21_ERa_BLA_Agonist_ch1_Row242",0.706858125
"LessDILIDrugs","quinidine","ESR1","TOX21_ERa_BLA_Agonist_ratio_Row246",0.616625924
"LessDILIDrugs","quinidine","TP53","TOX21_p53_BLA_p2_viability_Row180",0.999993846
"LessDILIDrugs","quinine","TP53","TOX21_p53_BLA_p2_ch2_Row77",-3.423674783
"LessDILIDrugs","quinine","TP53","TOX21_p53_BLA_p2_ratio_Row80",-3.424430913
"NoDILI Drugs","raloxifene","CYP19A1","TOX21_Aromatase_Inhibition_Row119",-0.337996364
"NoDILI Drugs","raloxifene","ESR1","TOX21_ERa_LUC_BG1_Antagonist_Row179",-2.063817273
"LessDILIDrugs","ranitidine","AR","OT_AR_ARELUC_AG_1440_Row1044",0.525535169
"LessDILIDrugs","rifabutin","PPARG","TOX21_PPARg_BLA_Agonist_ch2_Row1",0.99999392
"MostDILI Drugs","riluzole","TP53","TOX21_p53_BLA_p1_ch2_Row274",-2.535696414
"MostDILI Drugs","riluzole","TP53","TOX21_p53_BLA_p2_ratio_Row80",-2.616817563
"MostDILI Drugs","riluzole","TP53","TOX21_p53_BLA_p2_ch2_Row77",-2.708772539
"MostDILI Drugs","riluzole","TP53","TOX21_p53_BLA_p3_ch2_Row92",-3.31125198
"MostDILI Drugs","riluzole","TP53","TOX21_p53_BLA_p1_ratio_Row162",-3.824311865
"MostDILI Drugs","riluzole","TP53","TOX21_p53_BLA_p3_ratio_Row118",-3.870615827
"MostDILI Drugs","ritonavir","ESR1","TOX21_ERa_BLA_Antagonist_ratio_Row156",-2.249558395
"MostDILI Drugs","ritonavir","NFKB1","TOX21_NFkB_BLA_agonist_viability_Row241",-1.334140377
"MostDILI Drugs","ritonavir","NR1H4","TOX21_FXR_BLA_antagonist_ratio_Row183",-2.967659989
"MostDILI Drugs","ritonavir","NR3C1","TOX21_GR_BLA_Antagonist_ratio_Row155",-2.625760353
"MostDILI Drugs","ritonavir","NRF2","TOX21_ARE_BLA_agonist_ratio_Row34",-2.204671158
"MostDILI Drugs","ritonavir","PPARD","TOX21_PPARd_BLA_Agonist_viability_Row222",-1.464167516
"MostDILI Drugs","ritonavir","TP53","TOX21_p53_BLA_p2_ch2_Row77",-3.142313141
"LessDILIDrugs","rosiglitazone","PPARG","TOX21_PPARg_BLA_Agonist_ratio_Row2",0.98969505
"LessDILIDrugs","rosiglitazone","PPARG","TOX21_PPARg_BLA_Agonist_ch2_Row1",0.9796886
"LessDILIDrugs","simvastatin","CCL2","BSK_4H_MCP1_down_Row36",-1.604536614
"LessDILIDrugs","simvastatin","cortisol","CEETOX_H295R_11DCORT_dn_Row306",-3.025789636
"LessDILIDrugs","simvastatin","F3","BSK_LPS_TissueFactor_up_Row310",0.830330267
"LessDILIDrugs","simvastatin","IL8","BSK_SAg_IL8_up_Row322",0.517390874
"LessDILIDrugs","simvastatin","SELE","BSK_LPS_Eselectin_up_Row326",0.877701869
"LessDILIDrugs","simvastatin","SELE","BSK_SAg_Eselectin_up_Row324",0.860363677
"LessDILIDrugs","simvastatin","SREBF1","ATG_SREBP_CIS_up_Row17",0.625432949
"LessDILIDrugs","simvastatin","THBD","BSK_CASM3C_Thrombomodulin_up_Row23",-1.297044563
"LessDILIDrugs","simvastatin","zf_activityscore","Tanguay_ZF_120hpf_ActivityScore_Row1057",-3.380835631
"LessDILIDrugs","simvastatin","zf_teratoscore","NHEERL_ZF_144hpf_TERATOSCORE_up_Row13",0.963751905
"LessDILIDrugs","spironolactone","AR","OT_AR_ARELUC_AG_1440_Row1044",0.918872725
"LessDILIDrugs","spironolactone","AR","TOX21_AR_BLA_Agonist_ratio_Row249",0.8361871
"LessDILIDrugs","spironolactone","AR","TOX21_AR_BLA_Agonist_ch2_Row254",0.7921178
"LessDILIDrugs","spironolactone","AR","NVS_NR_cAR_Row619",0.744868325
"LessDILIDrugs","spironolactone","AR","NVS_NR_hAR_Row620",0.473291533
"LessDILIDrugs","spironolactone","AR","OT_AR_ARSRC1_0480_Row1045",0.461685842
"LessDILIDrugs","spironolactone","AR","TOX21_AR_LUC_MDAKB2_Agonist_Row252",0.375115625
"LessDILIDrugs","spironolactone","AR","OT_AR_ARSRC1_0960_Row124",0.089509517
"LessDILIDrugs","spironolactone","AR","NVS_NR_rAR_Row591",-1.254539667
"LessDILIDrugs","spironolactone","ESR1","ACEA_T47D_80hr_Positive_Row621",-2.833274233
"LessDILIDrugs","spironolactone","NR3C1","NVS_NR_hGR_Row589",-0.209592508
"LessDILIDrugs","spironolactone","NR3C2","NVS_NR_rMR_Row592",0.197152625
"LessDILIDrugs","spironolactone","PPARG","TOX21_PPARg_BLA_Agonist_ratio_Row2",0.998141667
"MostDILI Drugs","stavudine","HTR3A","NVS_LGIC_h5HT3_Row1022",-2.762291394
"MostDILI Drugs","sulfasalazine","AR","NVS_NR_hAR_Row620",0.75895004
"MostDILI Drugs","sulfasalazine","AR","NVS_NR_cAR_Row619",0.615827409
"MostDILI Drugs","sulfasalazine","DUSP3","NVS_ENZ_hDUSP3_Row554",0.339425358
"MostDILI Drugs","sulfasalazine","EGF","NVS_ENZ_hEGFR_Row819",0.678889012
"MostDILI Drugs","sulfasalazine","MMP13","NVS_ENZ_hMMP13_Row857",-0.149347609
"MostDILI Drugs","sulfasalazine","MMP9","matrix metalloproteinase 9_Row558",0.463560073
"MostDILI Drugs","sulfasalazine","NTRK1","NVS_ENZ_hTrkA_Activator_Row926",0.855823274
"MostDILI Drugs","sulfasalazine","PDE10A","NVS_ENZ_hPDE10_Row560",0.630977319
"MostDILI Drugs","sulfasalazine","PDE5A","NVS_ENZ_hPDE5_Row875",-0.341904304
